,Unnamed: 0,code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark,listed_to_delisted,establishment_to_stop
524,524,618,嘉实薪金宝,嘉实基金管理有限公司,李金灿 万晓西 ,Money,2014-04-29,2014-04-29,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
525,525,619,东方红产业升级,上海东方证券资产管理有限公司,王延飞 ,Hybrid,2014-06-06,2014-06-06,0000-00-00,0000-00-00,30.0％×中债-总指数+70.0％×沪深300指数,0,0
526,526,620,易方达现金A,易方达基金管理有限公司,梁莹 石大怿 ,Money,2015-02-05,2015-02-05,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
527,527,621,易方达现金B,易方达基金管理有限公司,梁莹 石大怿 ,Money,2015-02-05,2015-02-05,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
528,528,622,华富恒财,华富基金管理有限公司,,Bond,2014-05-07,2014-05-07,2018-08-07,2018-08-07,100.0％×中证全债指数,1553,1553
529,529,623,华富恒财C,华富基金管理有限公司,倪莉莎 ,Bond,2018-08-07,2018-08-07,0000-00-00,0000-00-00,100.0％×中证全债指数,0,0
530,530,624,华富恒财A,华富基金管理有限公司,倪莉莎 ,Bond,2018-08-07,2018-08-07,0000-00-00,0000-00-00,100.0％×中证全债指数,0,0
531,531,625,诺安天天宝B,诺安基金管理有限公司,谢志华 周建树 ,Money,2014-04-28,2014-04-28,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
532,532,626,大成丰财宝A,大成基金管理有限公司,陈会荣 ,Money,2014-06-18,2014-06-18,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
533,533,627,大成丰财宝B,大成基金管理有限公司,陈会荣 ,Money,2014-06-18,2014-06-18,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
534,534,628,大成高新,大成基金管理有限公司,刘旭 ,Stock,2015-02-03,2015-02-03,0000-00-00,0000-00-00,80.0％×中证中小盘700指数+20.0％×中证综合债券指数,0,0
535,535,629,圆信纯债A,圆信永丰基金管理有限公司,,Bond,2014-05-30,2014-05-30,2019-01-25,2019-01-25,100.0％×一年定期存款利率(税后),1701,1701
536,536,630,圆信纯债C,圆信永丰基金管理有限公司,,Bond,2014-05-30,2014-05-30,2019-01-25,2019-01-25,100.0％×一年定期存款利率(税后),1701,1701
537,537,631,中银聚利,中银基金管理有限公司,,Bond,2014-06-05,2014-06-05,2017-07-21,2017-07-21,100.0％×中债-综合指数-全价指数,1142,1142
538,538,632,中银聚利半年,中银基金管理有限公司,陈玮 ,Bond,2017-07-21,2017-07-21,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
539,539,633,中银聚利B,中银基金管理有限公司,,Bond,2014-06-05,2014-06-05,2017-07-21,2017-07-21,100.0％×中债-综合指数-全价指数,1142,1142
540,540,634,富国天盛,富国基金管理有限公司,肖威兵 ,Hybrid,2014-04-30,2014-04-30,0000-00-00,0000-00-00,65.0％×沪深300指数+35.0％×中债-综合指数,0,0
541,541,638,富国富钱包,富国基金管理有限公司,吴旅忠 张波 ,Money,2014-05-07,2014-05-07,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
542,542,639,宝盈祥瑞A,宝盈基金管理有限公司,高宇 ,Hybrid,2014-05-21,2014-05-21,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%,0,0
543,543,640,诺安理财宝A,诺安基金管理有限公司,潘飞 谢志华 ,Money,2014-05-12,2014-05-12,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
544,544,641,诺安理财宝B,诺安基金管理有限公司,潘飞 谢志华 ,Money,2014-05-13,2014-05-13,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
545,545,642,汇添富货币C,汇添富基金管理股份有限公司,温开强 徐寅喆 ,Money,2014-06-05,2014-06-05,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
546,546,643,华宝活期通A,华宝基金管理有限公司,,Money,2014-05-21,2014-05-21,2015-11-02,2015-11-02,100.0％×活期存款利率(税后),530,530
547,547,644,招商招金宝A,招商基金管理有限公司,许强 ,Money,2014-06-18,2014-06-18,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
548,548,645,华夏薪金宝,华夏基金管理有限公司,曲波 ,Money,2014-05-26,2014-05-26,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
549,549,646,华润医疗,华润元大基金管理有限公司,陈剑波 袁华涛 ,Hybrid,2014-08-18,2014-08-18,0000-00-00,0000-00-00,20.0％×中债-综合指数+80.0％×中证医药卫生指数,0,0
550,550,647,易方达财富快线A,易方达基金管理有限公司,梁莹 刘朝阳 石大怿 ,Money,2014-06-17,2014-06-17,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
551,551,648,易方达财富快线B,易方达基金管理有限公司,梁莹 刘朝阳 石大怿 ,Money,2014-06-17,2014-06-17,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
552,552,649,长城久鑫灵活,长城基金管理有限公司,赵波 ,Hybrid,2018-06-22,2018-06-22,0000-00-00,0000-00-00,45.0％×中债-总指数+55.0％×沪深300指数,0,0
553,553,650,汇添富货币D,汇添富基金管理股份有限公司,温开强 徐寅喆 ,Money,2014-06-05,2014-06-05,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
554,554,651,招商招金宝B,招商基金管理有限公司,许强 ,Money,2014-06-18,2014-06-18,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
555,555,652,博时裕隆,博时基金管理有限公司,陈鹏扬 ,Hybrid,2014-06-03,2014-06-03,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数,0,0
556,556,654,华商新锐,华商基金管理有限公司,童立 ,Hybrid,2014-07-24,2014-07-24,0000-00-00,0000-00-00,35.0％×上海证券交易所国债指数+65.0％×沪深300指数,0,0
557,557,655,鑫元稳利,鑫元基金管理有限公司,郑文旭 ,Bond,2014-06-12,2014-06-12,0000-00-00,0000-00-00,100.0％×中证全债指数,0,0
558,558,656,前海300,前海开源基金管理有限公司,付海宁 ,Stock,2014-06-17,2014-06-17,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300指数,0,0
559,559,657,银华活钱宝A,银华基金管理股份有限公司,刘谢冰 ,Money,2014-06-23,2014-06-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
560,560,658,银华活钱宝B,银华基金管理股份有限公司,刘谢冰 ,Money,2014-06-23,2014-06-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
561,561,659,银华活钱宝C,银华基金管理股份有限公司,刘谢冰 ,Money,2014-06-23,2014-06-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
562,562,660,银华活钱宝D,银华基金管理股份有限公司,刘谢冰 ,Money,2014-06-23,2014-06-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
563,563,661,银华活钱宝E,银华基金管理股份有限公司,刘谢冰 ,Money,2014-06-23,2014-06-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
564,564,662,银华活钱宝F,银华基金管理股份有限公司,刘谢冰 ,Money,2014-06-23,2014-06-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
565,565,663,国投美丽中国,国投瑞银基金管理有限公司,董晗 ,Hybrid,2014-06-24,2014-06-24,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中债-综合指数,0,0
566,566,664,国联安通盈A,国联安基金管理有限公司,王欢 薛琳 ,Hybrid,2014-06-13,2014-06-13,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数,0,0
567,567,665,博时现金B,博时基金管理有限公司,魏桢 ,Money,2014-06-03,2014-06-03,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后),0,0
568,568,667,工银绝对收益A,工银瑞信基金管理有限公司,游凛峰 ,Hybrid,2014-06-26,2014-06-26,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加3%,0,0
569,569,668,国寿尊享A,国寿安保基金管理有限公司,董瑞倩 ,Bond,2014-07-24,2014-07-24,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
570,570,669,国寿尊享C,国寿安保基金管理有限公司,董瑞倩 ,Bond,2014-07-24,2014-07-24,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
571,571,670,天弘季加利A,天弘基金管理有限公司,,Bond,2014-06-18,2014-06-18,2015-09-28,2015-09-28,100.0％×三个月定期存款利率(税后),467,467
572,572,671,天弘季加利B,天弘基金管理有限公司,,Bond,2014-06-18,2014-06-18,2015-09-28,2015-09-28,100.0％×三个月定期存款利率(税后),467,467
573,573,672,工银绝对收益B,工银瑞信基金管理有限公司,游凛峰 ,Hybrid,2014-06-26,2014-06-26,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加3%,0,0
574,574,674,中海惠祥,中海基金管理有限公司,邵强 ,Bond,2014-08-29,2014-08-29,0000-00-00,0000-00-00,100.0％×中证全债指数,0,0
575,575,675,中海惠祥A,中海基金管理有限公司,邵强 ,Bond,2014-08-29,2014-08-29,0000-00-00,0000-00-00,100.0％×中证全债指数,0,0
576,576,676,中海惠祥B,中海基金管理有限公司,邵强 ,Bond,2014-08-29,2014-08-29,0000-00-00,0000-00-00,100.0％×中证全债指数,0,0
577,577,677,工银现金,工银瑞信基金管理有限公司,王朔 魏欣 姚璐伟 ,Money,2014-09-23,2014-09-23,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
578,578,678,华宝现E,华宝基金管理有限公司,陈昕 高文庆 ,Money,2014-07-14,2014-07-14,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
579,579,679,招商丰利A,招商基金管理有限公司,贾仁栋 ,Hybrid,2014-08-12,2014-08-12,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加3%,0,0
580,580,681,信达慧管家A,信达澳银基金管理有限公司,孔学峰 唐弋迅 ,Money,2014-06-26,2014-06-26,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)的1.3倍,0,0
581,581,682,信达慧管家C,信达澳银基金管理有限公司,孔学峰 唐弋迅 ,Money,2014-06-26,2014-06-26,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)的1.3倍,0,0
582,582,683,信达慧管家E,信达澳银基金管理有限公司,孔学峰 唐弋迅 ,Money,2014-06-26,2014-06-26,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)的1.3倍,0,0
583,583,684,长盛养老,长盛基金管理有限公司,乔培涛 周思聪 ,Hybrid,2014-11-25,2014-11-25,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证综合债券指数,0,0
584,584,685,上投现金,上投摩根基金管理有限公司,,Money,2014-08-19,2014-08-19,2018-11-01,2018-11-01,100.0％×活期存款利率(税后),1535,1535
585,585,686,建信嘉薪宝A,建信基金管理有限责任公司,陈建良 先轲宇 于倩倩 ,Money,2014-06-17,2014-06-17,0000-00-00,0000-00-00,100.0％×七天通知存款利率,0,0
586,586,687,南方薪金宝,南方基金管理股份有限公司,蔡奕奕 ,Money,2014-06-23,2014-06-23,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
587,587,688,景顺精选,景顺长城基金管理有限公司,徐喻军 ,Stock,2014-08-12,2014-08-12,0000-00-00,0000-00-00,90.0％×沪深300指数+10.0％×中证全债指数,0,0
588,588,689,前海新经济,前海开源基金管理有限公司,丁骏 ,Hybrid,2014-08-20,2014-08-20,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中证全债指数,0,0
589,589,690,前海大海洋,前海开源基金管理有限公司,吴国清 ,Hybrid,2014-07-31,2014-07-31,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中证全债指数,0,0
590,590,692,汇添富双债C,汇添富基金管理股份有限公司,吴江宏 郑慧莲 ,Bond,2014-06-18,2014-06-18,0000-00-00,0000-00-00,100.0％×中债-综合指数,0,0
591,591,693,建信现金添利A,建信基金管理有限责任公司,陈建良 于倩倩 ,Money,2014-09-17,2014-09-17,0000-00-00,0000-00-00,100.0％×七天通知存款利率,0,0
592,592,694,鑫元鸿利,鑫元基金管理有限公司,王美芹 ,Bond,2014-06-26,2014-06-26,0000-00-00,0000-00-00,100.0％×中证全债指数,0,0
593,593,695,大成景益A,大成基金管理有限公司,黄万青 李富强 ,Hybrid,2014-06-26,2014-06-26,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加2%,0,0
594,594,696,汇添富环保,汇添富基金管理股份有限公司,赵鹏程 ,Stock,2014-09-16,2014-09-16,0000-00-00,0000-00-00,20.0％×中证全债指数+80.0％×中证环保产业指数,0,0
595,595,697,汇添富移动,汇添富基金管理股份有限公司,杨瑨 ,Stock,2014-08-26,2014-08-26,0000-00-00,0000-00-00,20.0％×中债-综合指数+80.0％×中证移动互联网指数,0,0
596,596,698,宝盈科技,宝盈基金管理有限公司,张仲维 ,Hybrid,2014-08-13,2014-08-13,0000-00-00,0000-00-00,60.0％×中证800指数+40.0％×中证综合债券指数,0,0
597,597,699,中银薪钱包,中银基金管理有限公司,范静 周毅 ,Money,2014-06-26,2014-06-26,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
598,598,700,泰达货币B,泰达宏利基金管理有限公司,丁宇佳 ,Money,2014-08-06,2014-08-06,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后),0,0
599,599,701,景顺景丰A,景顺长城基金管理有限公司,陈威霖 米良 ,Money,2014-09-16,2014-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
600,600,702,广发季季利A,广发基金管理有限公司,,Bond,2014-09-29,2014-09-29,2015-02-16,2015-04-30,100.0％×三个月定期存款利率(税后),213,140
601,601,703,广发季季利B,广发基金管理有限公司,,Bond,2014-09-29,2014-09-29,2015-02-16,2015-04-30,100.0％×三个月定期存款利率(税后),213,140
602,602,704,易方达天天增利A,易方达基金管理有限公司,梁莹 石大怿 ,Money,2014-06-25,2014-06-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
603,603,705,易方达天天增利B,易方达基金管理有限公司,梁莹 石大怿 ,Money,2014-06-25,2014-06-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
604,604,706,中邮多策略,中邮创业基金管理股份有限公司,杨欢 ,Hybrid,2014-07-24,2014-07-24,0000-00-00,0000-00-00,40.0％×上海证券交易所国债指数+60.0％×沪深300指数,0,0
605,605,707,景顺景丰B,景顺长城基金管理有限公司,陈威霖 米良 ,Money,2014-09-16,2014-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
606,606,708,华安安享,华安基金管理有限公司,郑可成 ,Hybrid,2015-01-23,2015-01-23,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×中证800指数,0,0
607,607,709,华安汇财通,华安基金管理有限公司,李邦长 朱才敏 ,Money,2014-07-17,2014-07-17,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
608,608,710,交银现金宝A,交银施罗德基金管理有限公司,黄莹洁 连端清 ,Money,2014-09-12,2014-09-12,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
609,609,711,嘉实医疗,嘉实基金管理有限公司,齐海滔 ,Stock,2014-08-13,2014-08-13,0000-00-00,0000-00-00,5.0％×中债-总指数+95.0％×中证医药卫生指数,0,0
610,610,712,上投天添宝A,上投摩根基金管理有限公司,鞠婷 孟晨波 ,Money,2014-11-25,2014-11-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
611,611,713,上投天添宝B,上投摩根基金管理有限公司,鞠婷 孟晨波 ,Money,2014-11-25,2014-11-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
612,612,714,诺安回报A,诺安基金管理有限公司,吴博俊 ,Hybrid,2014-09-15,2014-09-15,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证全债指数,0,0
613,613,715,民生家盈月度E,民生加银基金管理有限公司,李文君 ,Bond,2014-08-11,2014-08-11,0000-00-00,0000-00-00,100.0％×七天通知存款利率,0,0
614,614,716,工银薪金货币B,工银瑞信基金管理有限公司,王朔 ,Money,2014-07-03,2014-07-03,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
615,615,717,融通三动力,融通基金管理有限公司,林清源 ,Hybrid,2015-01-16,2015-01-16,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数-全价指数,0,0
616,616,719,南方现金通E,南方基金管理股份有限公司,董浩 夏晨曦 ,Money,2014-07-02,2014-07-02,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
617,617,720,南方稳利C,南方基金管理股份有限公司,何康 ,Bond,2014-07-24,2014-07-24,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)×1.4,0,0
618,618,721,兴业货币A,兴业基金管理有限公司,刘禹含 王卓然 ,Money,2014-08-06,2014-08-06,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
619,619,722,兴业货币B,兴业基金管理有限公司,刘禹含 王卓然 ,Money,2014-08-06,2014-08-06,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
620,620,723,建信添利C,建信基金管理有限责任公司,朱建华 ,Bond,2014-09-01,2014-09-01,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
621,621,724,大成添利宝A,大成基金管理有限公司,陈会荣 ,Money,2014-07-28,2014-07-28,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
622,622,725,大成添利宝B,大成基金管理有限公司,陈会荣 ,Money,2014-07-28,2014-07-28,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
623,623,726,大成添利宝E,大成基金管理有限公司,陈会荣 ,Money,2014-07-28,2014-07-28,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
624,624,727,融通健康,融通基金管理有限公司,万民远 ,Hybrid,2014-12-25,2014-12-25,0000-00-00,0000-00-00,70.0％×申银万国指数-医药生物+30.0％×中债-综合指数-全价指数,0,0
625,625,728,工银目标一年C,工银瑞信基金管理有限公司,李娜 ,Bond,2014-08-12,2014-08-12,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%,0,0
626,626,729,建信中小盘,建信基金管理有限责任公司,许杰 ,Stock,2014-08-20,2014-08-20,0000-00-00,0000-00-00,85.0％×中证小盘500指数+15.0％×中债-综合指数-全价指数,0,0
627,627,730,博时现金宝A,博时基金管理有限公司,倪玉娟 ,Money,2014-09-18,2014-09-18,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
628,628,732,中原货币A,太平基金管理有限公司,,Money,2014-09-11,2014-09-11,2015-10-12,2015-10-12,100.0％×七天通知存款利率(税后),396,396
629,629,733,中原货币B,太平基金管理有限公司,,Money,2014-09-11,2014-09-11,2015-10-12,2015-10-12,100.0％×七天通知存款利率(税后),396,396
630,630,734,博时天天增利A,博时基金管理有限公司,鲁邦旺 ,Money,2014-08-25,2014-08-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
631,631,735,博时天天增利B,博时基金管理有限公司,鲁邦旺 ,Money,2014-08-25,2014-08-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
632,632,736,诺安聚利A,诺安基金管理有限公司,谢志华 ,Bond,2014-11-13,2014-11-13,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
633,633,737,诺安聚利C,诺安基金管理有限公司,谢志华 ,Bond,2014-11-13,2014-11-13,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
634,634,738,中信建投货币A,中信建投基金管理有限公司,黄海浩 ,Money,2014-08-05,2014-08-05,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
635,635,739,平安新鑫A,平安基金管理有限公司,刘俊廷 张晓泉 ,Hybrid,2015-01-29,2015-01-29,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数,0,0
636,636,740,兴银货币B,兴银基金管理有限责任公司,傅峤钰 李文程 ,Money,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
637,637,741,兴银货币A,兴银基金管理有限责任公司,傅峤钰 李文程 ,Money,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
638,638,742,国泰新经济,国泰基金管理有限公司,彭凌志 ,Hybrid,2014-09-16,2014-09-16,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证综合债券指数,0,0
639,639,743,红塔盛世,红塔红土基金管理有限公司,陈纪靖 ,Hybrid,2014-09-18,2014-09-18,0000-00-00,0000-00-00,45.0％×中债-总指数+55.0％×沪深300指数,0,0
640,640,744,北信稳债A,北信瑞丰基金管理有限公司,辇大吉 ,Bond,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×中债-信用债总指数,0,0
641,641,745,北信稳债C,北信瑞丰基金管理有限公司,辇大吉 ,Bond,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×中债-信用债总指数,0,0
642,642,746,招商行业,招商基金管理有限公司,贾成东 ,Stock,2014-09-03,2014-09-03,0000-00-00,0000-00-00,80.0％×沪深300指数+20.0％×中证全债指数,0,0
643,643,747,广发逆向,广发基金管理有限公司,程琨 ,Hybrid,2014-09-04,2014-09-04,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数,0,0
644,644,748,广发活期宝A,广发基金管理有限公司,任爽 温秀娟 ,Money,2014-08-28,2014-08-28,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
645,645,749,国金鑫安保本,国金基金管理有限公司,,Other,2014-08-27,2014-08-27,2017-11-15,2017-11-15,100.0％×一年定期存款利率(税后),1176,1176
646,646,750,安信现金增利A,安信基金管理有限责任公司,任凭 肖芳芳 杨凯玮 ,Money,2014-11-24,2014-11-24,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
647,647,751,嘉实产业,嘉实基金管理有限公司,归凯 ,Stock,2014-09-17,2014-09-17,0000-00-00,0000-00-00,5.0％×中债-总指数+95.0％×中证新兴产业指数,0,0
648,648,752,博时信用债,博时基金管理有限公司,,Bond,2014-09-15,2014-09-15,2018-01-23,2018-01-23,10.0％×活期存款利率(税后)+90.0％×中债-企业债总指数,1226,1226
649,649,753,华宝量化A,华宝基金管理有限公司,徐林明 ,Hybrid,2014-09-17,2014-09-17,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后),0,0
650,650,754,华宝量化C,华宝基金管理有限公司,徐林明 ,Hybrid,2014-09-17,2014-09-17,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后),0,0
651,651,755,富安达新兴,富安达基金管理有限公司,孙绍冰 ,Hybrid,2014-09-11,2014-09-11,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×中证新兴产业指数,0,0
652,652,756,建信新蓝筹,建信基金管理有限责任公司,许杰 ,Stock,2014-09-10,2014-09-10,0000-00-00,0000-00-00,15.0％×中债-总指数+85.0％×沪深300指数,0,0
653,653,757,华富城市,华富基金管理有限公司,高靖瑜 龚炜 ,Hybrid,2014-10-31,2014-10-31,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数,0,0
654,654,758,招商招钱宝C,招商基金管理有限公司,向霈 ,Money,2014-08-29,2014-08-29,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
655,655,759,平安财富宝,平安基金管理有限公司,周琛 ,Money,2014-08-21,2014-08-21,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
656,656,760,工银财富A,工银瑞信基金管理有限公司,姚璐伟 ,Money,2015-06-19,2015-06-19,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
657,657,761,国富健康,国海富兰克林基金管理有限公司,王晓宁 ,Stock,2014-09-23,2014-09-23,0000-00-00,0000-00-00,85.0％×沪深300指数+15.0％×中债-国债总指数-全价指数,0,0
658,658,762,汇添富绝对收益,汇添富基金管理股份有限公司,顾耀强 吴江宏 ,Hybrid,2017-03-15,2017-03-15,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后),0,0
659,659,763,工银新财富,工银瑞信基金管理有限公司,李昱 欧阳凯 魏欣 ,Hybrid,2014-09-19,2014-09-19,0000-00-00,0000-00-00,55.0％×沪深300指数+45.0％×中债-综合指数,0,0
660,660,764,万家货币E,万家基金管理有限公司,陈佳昀 ,Money,2014-08-22,2014-08-22,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
661,661,765,上投岁岁盈B,上投摩根基金管理有限公司,,Bond,2014-08-28,2014-08-28,2018-11-09,2018-11-09,100.0％×一年定期存款利率(税后)加0.5%,1534,1534
662,662,766,上投岁岁盈D,上投摩根基金管理有限公司,,Bond,2014-08-28,2014-08-28,2018-11-09,2018-11-09,100.0％×一年定期存款利率(税后)加0.5%,1534,1534
663,663,767,华富国泰,华富基金管理有限公司,龚炜 张亮 ,Hybrid,2015-02-04,2015-02-04,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数,0,0
664,664,768,长城久盈,长城基金管理有限公司,,Bond,2019-01-23,2019-01-23,2019-04-26,2019-04-26,100.0％×中债-综合指数-全价指数,93,93
665,665,769,长城久盈A,长城基金管理有限公司,,Bond,2014-10-28,2014-10-28,2019-01-23,2019-01-23,100.0％×中债-综合指数-全价指数,1548,1548
666,666,770,长城久盈B,长城基金管理有限公司,,Bond,2014-10-28,2014-10-28,2019-01-23,2019-01-23,100.0％×中债-综合指数-全价指数,1548,1548
667,667,771,诺安聚鑫宝A,诺安基金管理有限公司,谢志华 ,Money,2014-09-01,2014-09-01,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
668,668,772,景顺回报,景顺长城基金管理有限公司,刘晓明 ,Hybrid,2014-11-06,2014-11-06,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加3%,0,0
669,669,773,万家现金宝A,万家基金管理有限公司,陈佳昀 侯慧娣 ,Money,2014-09-23,2014-09-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
670,670,774,天弘瑞利,天弘基金管理有限公司,,Bond,2015-01-20,2015-01-20,2018-01-23,2018-01-23,100.0％×中债-综合指数,1099,1099
671,671,775,天弘瑞利A,天弘基金管理有限公司,,Bond,2015-01-20,2015-01-20,2018-01-23,2018-01-23,100.0％×中债-综合指数,1099,1099
672,672,776,天弘瑞利B,天弘基金管理有限公司,,Bond,2015-01-20,2015-01-20,2018-01-23,2018-01-23,100.0％×中债-综合指数,1099,1099
673,673,778,鹏华制造,鹏华基金管理有限公司,袁航 ,Stock,2014-11-04,2014-11-04,0000-00-00,0000-00-00,20.0％×中证综合债券指数+80.0％×中证装备产业指数,0,0
674,674,779,诺安聚鑫宝B,诺安基金管理有限公司,谢志华 ,Money,2014-09-04,2014-09-04,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
675,675,780,鹏华医疗,鹏华基金管理有限公司,金笑非 郎超 ,Stock,2014-09-23,2014-09-23,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×中证医药卫生指数,0,0
676,676,781,国投岁增利A,国投瑞银基金管理有限公司,宋璐 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,100.0％×中债-综合指数,0,0
677,677,782,国投岁增利C,国投瑞银基金管理有限公司,宋璐 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,100.0％×中债-综合指数,0,0
678,678,783,博时月月盈A,博时基金管理有限公司,黄海峰 ,Bond,2014-09-22,2014-09-22,0000-00-00,0000-00-00,100.0％×上海银行间同业拆放利率(Shibor)-1个月,0,0
