,abbreviation,code,name,name_en,type
6721,HTFZZJRDCETF,159931,汇添富中证金融地产ETF,HUITIANFUZHONGZHENGJINRONGDICHANETF,ETF-场内
6722,DCZZ500SSETF,159932,大成中证500深市ETF,DACHENGZHONGZHENG500SHENSHIETF,ETF-场内
6723,GTRYJRDCETF,159933,国投瑞银金融地产ETF,GUOTOURUIYINJINRONGDICHANETF,ETF-场内
6724,YFDHJETF,159934,易方达黄金ETF,YIFANGDAHUANGJINETF,ETF-场内
6725,JSCCZZ500ETF,159935,景顺长城中证500ETF,JINGSHUNCHANGCHENGZHONGZHENG500ETF,ETF-场内
6726,GFZZQZKXXFETF,159936,广发中证全指可选消费ETF,GUANGFAZHONGZHENGQUANZHIKEXUANXIAOFEIETF,ETF-场内
6727,BSHJETF,159937,博时黄金ETF,BOSHIHUANGJINETF,ETF-场内
6728,GFZZQZYYWSETF,159938,广发中证全指医药卫生ETF,GUANGFAZHONGZHENGQUANZHIYIYAOWEISHENGETF,ETF-场内
6729,GFZZQZXXJSETF,159939,广发中证全指信息技术ETF,GUANGFAZHONGZHENGQUANZHIXINXIJISHUETF,ETF-场内
6730,GFZZQZJRDCETF,159940,广发中证全指金融地产ETF,GUANGFAZHONGZHENGQUANZHIJINRONGDICHANETF,ETF-场内
6731,GFNSDK100ETF,159941,广发纳斯达克100ETF,GUANGFANASIDAKE100ETF,QDII-ETF
6732,DCSZCFETF,159943,大成深证成份ETF,DACHENGSHENZHENGCHENGFENETF,ETF-场内
6733,GFZZQZYCLETF,159944,广发中证全指原材料ETF,GUANGFAZHONGZHENGQUANZHIYUANCAILIAOETF,ETF-场内
6734,GFZZQZNYETF,159945,广发中证全指能源ETF,GUANGFAZHONGZHENGQUANZHINENGYUANETF,ETF-场内
6735,NFCYBETF,159948,南方创业板ETF,NANFANGCHUANGYEBANETF,ETF-场内
6736,HACYB50ETF,159949,华安创业板50ETF,HUAANCHUANGYEBAN50ETF,ETF-场内
6737,YFDSZCZETF,159950,易方达深证成指ETF,YIFANGDASHENZHENGCHENGZHIETF,ETF-场内
6738,JSZGCAGETF,159951,嘉实中关村A股ETF,JIASHIZHONGGUANCUNAGUETF,ETF-场内
6739,GFCYBETF,159952,广发创业板ETF,GUANGFACHUANGYEBANETF,ETF-场内
6740,GFZZQZGYETF,159953,广发中证全指工业ETF,GUANGFAZHONGZHENGQUANZHIGONGYEETF,ETF-场内
6741,NFHSZGQYETF,159954,南方恒生中国企业ETF,NANFANGHENGSHENGZHONGGUOQIYEETF,QDII-ETF
6742,JSCYBETF,159955,嘉实创业板ETF,JIASHICHUANGYEBANETF,ETF-场内
6743,JXCYBETF,159956,建信创业板ETF,JIANXINCHUANGYEBANETF,ETF-场内
6744,HXCYBETF,159957,华夏创业板ETF,HUAXIACHUANGYEBANETF,ETF-场内
6745,GYRXCYBETF,159958,工银瑞信创业板ETF,GONGYINRUIXINCHUANGYEBANETF,ETF-场内
6746,YHZZYQJGTZETF,159959,银华中证央企结构调整ETF,YINHUAZHONGZHENGYANGQIJIEGOUTIAOZHENGETF,ETF-场内
6747,PAGGTHSZGQYETF,159960,平安港股通恒生中国企业ETF,PINGANGANGGUTONGHENGSHENGZHONGGUOQIYEETF,ETF-场内
6748,FZFBSZ100ETF,159961,方正富邦深证100ETF,FANGZHENGFUBANGSHENZHENG100ETF,ETF-场内
6749,HXZZSCGGETF,159962,华夏中证四川国改ETF,HUAXIAZHONGZHENGSICHUANGUOGAIETF,ETF-场内
6750,FGHSZGQYETF,159963,富国恒生中国企业ETF,FUGUOHENGSHENGZHONGGUOQIYEETF,ETF-场内
6751,PACYBETF,159964,平安创业板ETF,PINGANCHUANGYEBANETF,ETF-场内
6752,ZRYSCJ50ETF,159965,中融央视财经50ETF,ZHONGRONGYANGSHICAIJING50ETF,ETF-场内
6753,HXCLCETF,159966,华夏创蓝筹ETF,HUAXIACHUANGLANCHOUETF,ETF-场内
6754,HXCCZETF,159967,华夏创成长ETF,HUAXIACHUANGCHENGZHANGETF,ETF-场内
6755,BSZZ500ETF,159968,博时中证500ETF,BOSHIZHONGZHENG500ETF,ETF-场内
6756,YHSZ100ETF,159969,银华深证100ETF,YINHUASHENZHENG100ETF,ETF-场内
6757,FGCYBETF,159971,富国创业板ETF,FUGUOCHUANGYEBANETF,ETF-场内
6758,PHZZ5NDZETF,159972,鹏华中证5年地债ETF,PENGHUAZHONGZHENG5NIANDIZHAIETF,ETF-场内
6759,HYYFMQLX100ETF,159973,弘毅远方民企领先100ETF,HONGYIYUANFANGMINQILINGXIAN100ETF,ETF-场内
6760,NFJJPZHHLOF,160105,南方积极配置混合(LOF),NANFANGJIJIPEIZHIHUNHELOF,混合型
6761,NFGZZHHLOF,160106,南方高增长混合(LOF),NANFANGGAOZENGZHANGHUNHELOF,混合型
6762,NFGZZHHLOF,160107,南方高增长混合(LOF)(后端),NANFANGGAOZENGZHANGHUNHELOF,混合型
6763,NFZZ500ETFLJA,160119,南方中证500ETF联接A,NANFANGZHONGZHENG500ETFLIANJIEA,联接基金
6764,NFZZ500ETFLJA,160120,南方中证500ETF联接A(后端),NANFANGZHONGZHENG500ETFLIANJIEA,联接基金
6765,NFJZSGZSQDII,160121,南方金砖四国指数(QDII),NANFANGJINZHUANSIGUOZHISHUQDII,QDII-指数
6766,NFJZSGZSQDII,160122,南方金砖四国指数(QDII)(后端),NANFANGJINZHUANSIGUOZHISHUQDII,QDII-指数
6767,NFZZ10NQGZA,160123,南方中债10年期国债A,NANFANGZHONGZHAI10NIANQIGUOZHAIA,债券指数
6768,NFZZ10NQGZC,160124,南方中债10年期国债C,NANFANGZHONGZHAI10NIANQIGUOZHAIC,债券指数
6769,NFXGYXGP,160125,南方香港优选股票,NANFANGXIANGGANGYOUXUANGUPIAO,QDII
6770,NFXXXFZZFJ,160127,南方新兴消费增长分级,NANFANGXINXINGXIAOFEIZENGZHANGFENJI,股票型
6771,NFJLDKZLOFA,160128,南方金利定开债(LOF)A,NANFANGJINLIDINGKAIZHAILOFA,定开债券
6772,NFJLDKZLOFC,160129,南方金利定开债(LOF)C,NANFANGJINLIDINGKAIZHAILOFC,定开债券
6773,NFYL1NDKZA,160130,南方永利1年定开债A,NANFANGYONGLI1NIANDINGKAIZHAIA,定开债券
6774,NFJL1NDKZA,160131,南方聚利1年定开债A,NANFANGJULI1NIANDINGKAIZHAIA,定开债券
6775,NFYL1NDKZC,160132,南方永利1年定开债C,NANFANGYONGLI1NIANDINGKAIZHAIC,定开债券
6776,NFTYXCYGPLOF,160133,南方天元新产业股票(LOF),NANFANGTIANYUANXINCHANYEGUPIAOLOF,股票型
6777,NFJL1NDKZC,160134,南方聚利1年定开债C,NANFANGJULI1NIANDINGKAIZHAIC,定开债券
6778,NFZZGTCYZSFJ,160135,南方中证高铁产业指数分级,NANFANGZHONGZHENGGAOTIECHANYEZHISHUFENJI,股票指数
6779,NFZZGYQYGGZSFJ,160136,南方中证国有企业改革指数分级,NANFANGZHONGZHENGGUOYOUQIYEGAIGEZHISHUFENJI,股票指数
6780,NFZZHLWZSFJ,160137,南方中证互联网指数分级,NANFANGZHONGZHENGHULIANWANGZHISHUFENJI,股票指数
6781,NFDQSMGJXA,160140,南方道琼斯美国精选A,NANFANGDAOQIONGSIMEIGUOJINGXUANA,QDII-指数
6782,NFDQSMGJXC,160141,南方道琼斯美国精选C,NANFANGDAOQIONGSIMEIGUOJINGXUANC,QDII-指数
6783,NFZLPSLOF,160142,南方战略配售(LOF),NANFANGZHANLUEPEISHOULOF,混合型
6784,GTZXPCZHHLOF,160211,国泰中小盘成长混合(LOF),GUOTAIZHONGXIAOPANCHENGZHANGHUNHELOF,混合型
6785,GTGZYSHHLOF,160212,国泰估值优势混合(LOF),GUOTAIGUZHIYOUSHIHUNHELOF,混合型
6786,GTNSDK100ZS,160213,国泰纳斯达克100指数,GUOTAINASIDAKE100ZHISHU,QDII-指数
6787,GTJZJDHHLOF,160215,国泰价值经典混合(LOF),GUOTAIJIAZHIJINGDIANHUNHELOF,混合型
6788,GTDZSP,160216,国泰大宗商品,GUOTAIDAZONGSHANGPIN,QDII
6789,GTXYHLFJZQ,160217,国泰信用互利分级债券,GUOTAIXINYONGHULIFENJIZHAIQUAN,债券型
6790,GTGZFDCHYZSFJ,160218,国泰国证房地产行业指数分级,GUOTAIGUOZHENGFANGDICHANHANGYEZHISHUFENJI,股票指数
6791,GTGZYYWSHYZSFJ,160219,国泰国证医药卫生行业指数分级,GUOTAIGUOZHENGYIYAOWEISHENGHANGYEZHISHUFENJI,股票指数
6792,GTMYHHLOFA,160220,国泰民益混合(LOF)A,GUOTAIMINYIHUNHELOFA,混合型
6793,GTGZYSJSHYZSFJ,160221,国泰国证有色金属行业指数分级,GUOTAIGUOZHENGYOUSEJINSHUHANGYEZHISHUFENJI,股票指数
6794,GTGZSPYLHYZSFJ,160222,国泰国证食品饮料行业指数分级,GUOTAIGUOZHENGSHIPINYINLIAOHANGYEZHISHUFENJI,股票指数
6795,GTCYBZSLOF,160223,国泰创业板指数(LOF),GUOTAICHUANGYEBANZHISHULOF,股票指数
6796,GTSZTMT50ZSFJ,160224,国泰深证TMT50指数分级,GUOTAISHENZHENGTMT50ZHISHUFENJI,股票指数
6797,GTGZXNYQCZS,160225,国泰国证新能源汽车指数,GUOTAIGUOZHENGXINNENGYUANQICHEZHISHU,股票指数
6798,GTMYHHLOFC,160226,国泰民益混合(LOF)C,GUOTAIMINYIHUNHELOFC,混合型
6799,HXLCHHLOF,160311,华夏蓝筹混合(LOF),HUAXIALANCHOUHUNHELOF,混合型
6800,HXHYHHLOF,160314,华夏行业混合(LOF),HUAXIAHANGYEHUNHELOF,混合型
6801,HXGGTJXGPLOF,160322,华夏港股通精选股票LOF,HUAXIAGANGGUTONGJINGXUANGUPIAOLOF,股票型
6802,HXPTHHLOF,160323,华夏磐泰混合(LOF),HUAXIAPANTAIHUNHELOF,混合型
6803,HXPSHHLOF,160324,华夏磐晟混合(LOF),HUAXIAPANSHENGHUNHELOF,混合型
6804,HALHDYZHHLOF,160415,华安量化多因子混合(LOF),HUAANLIANGHUADUOYINZIHUNHELOF,混合型
6805,HABPQQSYZS,160416,华安标普全球石油指数,HUAANBIAOPUQUANQIUSHIYOUZHISHU,QDII-指数
6806,HAHS300ZSFJ,160417,华安沪深300指数分级,HUAANHUSHEN300ZHISHUFENJI,股票指数
6807,HAZZYHZSFJ,160418,华安中证银行指数分级,HUAANZHONGZHENGYINHANGZHISHUFENJI,股票指数
6808,HAZZQZZQGSZSFJ,160419,华安中证全指证券公司指数分级,HUAANZHONGZHENGQUANZHIZHENGQUANGONGSIZHISHUFENJI,股票指数
6809,HACYB50ZSFJ,160420,华安创业板50指数分级,HUAANCHUANGYEBAN50ZHISHUFENJI,股票指数
6810,HAZZJXHH,160421,华安智增精选混合,HUAANZHIZENGJINGXUANHUNHE,混合型
6811,HACYB50ETFLJA,160422,华安创业板50ETF联接A,HUAANCHUANGYEBAN50ETFLIANJIEA,联接基金
6812,HACYB50ETFLJC,160424,华安创业板50ETF联接C,HUAANCHUANGYEBAN50ETFLIANJIEC,联接基金
6813,BSZTHYHHLOF,160505,博时主题行业混合(LOF),BOSHIZHUTIHANGYEHUNHELOF,混合型
6814,BSZYPPHHLOF,160512,博时卓越品牌混合(LOF),BOSHIZHUOYUEPINPAIHUNHELOF,混合型
6815,BSWJHBZQLOFA,160513,博时稳健回报债券(LOF)A,BOSHIWENJIANHUIBAOZHAIQUANLOFA,债券型
6816,BSWJHBZQLOFC,160514,博时稳健回报债券(LOF)C,BOSHIWENJIANHUIBAOZHAIQUANLOFC,债券型
6817,BSAF18GYDKZA,160515,博时安丰18个月定开债A,BOSHIANFENG18GEYUEDINGKAIZHAIA,定开债券
6818,BSZZ800ZQBXFJ,160516,博时中证800证券保险分级,BOSHIZHONGZHENG800ZHENGQUANBAOXIANFENJI,股票指数
6819,BSZZYHZSFJ,160517,博时中证银行指数分级,BOSHIZHONGZHENGYINHANGZHISHUFENJI,股票指数
6820,BSRY,160518,博时睿远,BOSHIRUIYUAN,混合型
6821,BSRLSJQDLOF,160519,博时睿利事件驱动(LOF),BOSHIRUILISHIJIANQUDONGLOF,混合型
6822,BSHYDQKFHHA,160520,博时弘盈定期开放混合A,BOSHIHONGYINGDINGQIKAIFANGHUNHEA,混合型
6823,BSHYDQKFHHC,160521,博时弘盈定期开放混合C,BOSHIHONGYINGDINGQIKAIFANGHUNHEC,混合型
6824,BSRYSJQDHHLOF,160522,博时睿益事件驱动混合(LOF),BOSHIRUIYISHIJIANQUDONGHUNHELOF,混合型
6825,BSAF18GYDKZC,160523,博时安丰18个月定开债C,BOSHIANFENG18GEYUEDINGKAIZHAIC,定开债券
6826,BSHTHH,160524,博时弘泰混合,BOSHIHONGTAIHUNHE,混合型
6827,BSYSQYLOFA,160526,博时优势企业(LOF)A,BOSHIYOUSHIQIYELOFA,混合型
6828,PHPTZQA,160602,鹏华普天债券A,PENGHUAPUTIANZHAIQUANA,债券型
6829,PHPTSYHH,160603,鹏华普天收益混合,PENGHUAPUTIANSHOUYIHUNHE,混合型
6830,PHZG50HH,160605,鹏华中国50混合,PENGHUAZHONGGUO50HUNHE,混合型
6831,PHHBA,160606,鹏华货币A,PENGHUAHUOBIA,货币型
6832,PHJZYSHHLOF,160607,鹏华价值优势混合(LOF),PENGHUAJIAZHIYOUSHIHUNHELOF,混合型
6833,PHPTZQB,160608,鹏华普天债券B,PENGHUAPUTIANZHAIQUANB,债券型
6834,PHHBB,160609,鹏华货币B,PENGHUAHUOBIB,货币型
6835,PHDLZZHHLOF,160610,鹏华动力增长混合(LOF),PENGHUADONGLIZENGZHANGHUNHELOF,混合型
6836,PHYZZLHHLOF,160611,鹏华优质治理混合(LOF),PENGHUAYOUZHIZHILIHUNHELOF,混合型
6837,PHFSZQ,160612,鹏华丰收债券,PENGHUAFENGSHOUZHAIQUAN,债券型
6838,PHSSCXHHLOF,160613,鹏华盛世创新混合(LOF),PENGHUASHENGSHICHUANGXINHUNHELOF,混合型
6839,PHHS300ZSLOFA,160615,鹏华沪深300指数(LOF)A,PENGHUAHUSHEN300ZHISHULOFA,股票指数
6840,PHZZ500ZSLOFA,160616,鹏华中证500指数(LOF)A,PENGHUAZHONGZHENG500ZHISHULOFA,股票指数
6841,PHFRZQLOF,160617,鹏华丰润债券(LOF),PENGHUAFENGRUNZHAIQUANLOF,债券型
6842,PHFZZQLOF,160618,鹏华丰泽债券(LOF),PENGHUAFENGZEZHAIQUANLOF,债券型
6843,PHZYFJ,160620,鹏华资源分级,PENGHUAZIYUANFENJI,股票指数
6844,PHFHZQLOFA,160621,鹏华丰和债券(LOF)A,PENGHUAFENGHEZHAIQUANLOFA,债券型
6845,PHFLZQLOF,160622,鹏华丰利债券(LOF),PENGHUAFENGLIZHAIQUANLOF,债券型
6846,PHXFLXHH,160624,鹏华消费领先混合,PENGHUAXIAOFEILINGXIANHUNHE,混合型
6847,PHZQBXFJ,160625,鹏华证券保险分级,PENGHUAZHENGQUANBAOXIANFENJI,股票指数
6848,PHXXFJ,160626,鹏华信息分级,PENGHUAXINXIFENJI,股票指数
6849,PHCLYXLHPZHH,160627,鹏华策略优选灵活配置混合,PENGHUACELUEYOUXUANLINGHUOPEIZHIHUNHE,混合型
6850,PHDCFJ,160628,鹏华地产分级,PENGHUADICHANFENJI,股票指数
6851,PHCMFJ,160629,鹏华传媒分级,PENGHUACHUANMEIFENJI,股票指数
6852,PHZZGFZSFJ,160630,鹏华中证国防指数分级,PENGHUAZHONGZHENGGUOFANGZHISHUFENJI,股票指数
6853,PHYHFJ,160631,鹏华银行分级,PENGHUAYINHANGFENJI,股票指数
6854,PHJFJ,160632,鹏华酒分级,PENGHUAJIUFENJI,股票指数
6855,PHZQFJ,160633,鹏华证券分级,PENGHUAZHENGQUANFENJI,股票指数
6856,PHHBFJ,160634,鹏华环保分级,PENGHUAHUANBAOFENJI,股票指数
6857,PHZZYYWSLOF,160635,鹏华中证医药卫生(LOF),PENGHUAZHONGZHENGYIYAOWEISHENGLOF,股票指数
6858,PHHLWFJ,160636,鹏华互联网分级,PENGHUAHULIANWANGFENJI,股票指数
6859,PHCYBFJ,160637,鹏华创业板分级,PENGHUACHUANGYEBANFENJI,股票指数
6860,PHYDYLFJ,160638,鹏华一带一路分级,PENGHUAYIDAIYILUFENJI,股票指数
6861,PHGTFJ,160639,鹏华高铁分级,PENGHUAGAOTIEFENJI,股票指数
6862,PHXNYFJ,160640,鹏华新能源分级,PENGHUAXINNENGYUANFENJI,股票指数
6863,PHZRHHLOF,160642,鹏华增瑞混合(LOF),PENGHUAZENGRUIHUNHELOF,混合型
6864,PHZZKTYTLOF,160643,鹏华中证空天一体(LOF),PENGHUAZHONGZHENGKONGTIANYITILOF,股票指数
6865,PHGMHLGPRMB,160644,鹏华港美互联股票人民币,PENGHUAGANGMEIHULIANGUPIAORENMINBI,QDII
6866,PHJXHBSNDKHH,160645,鹏华精选回报三年定开混合,PENGHUAJINGXUANHUIBAOSANNIANDINGKAIHUNHE,混合型
6867,JSHS300ETFLJA,160706,嘉实沪深300ETF联接A,JIASHIHUSHEN300ETFLIANJIEA,联接基金
6868,JSJBM50ZSLOFA,160716,嘉实基本面50指数(LOF)A,JIASHIJIBENMIAN50ZHISHULOFA,股票指数
6869,JSHSZGQY,160717,嘉实恒生中国企业,JIASHIHENGSHENGZHONGGUOQIYE,QDII-指数
6870,JSDLFJZQ,160718,嘉实多利分级债券,JIASHIDUOLIFENJIZHAIQUAN,债券型
6871,JSHJ,160719,嘉实黄金,JIASHIHUANGJIN,QDII
6872,JSZZQYZZSA,160720,嘉实中证企业债指数A,JIASHIZHONGZHENGQIYEZHAIZHISHUA,债券指数
6873,JSZZQYZZSC,160721,嘉实中证企业债指数C,JIASHIZHONGZHENGQIYEZHAIZHISHUC,债券指数
6874,JSHZHHLOF,160722,嘉实惠泽混合(LOF),JIASHIHUIZEHUNHELOF,混合型
6875,JSYYQDIILOF,160723,嘉实原油(QDII-LOF),JIASHIYUANYOUQDIILOF,QDII
6876,JSHS300ETFLJC,160724,嘉实沪深300ETF联接C,JIASHIHUSHEN300ETFLIANJIEC,联接基金
6877,JSJBM50ZSLOFC,160725,嘉实基本面50指数(LOF)C,JIASHIJIBENMIAN50ZHISHULOFC,股票指数
6878,JSRXDQHH,160726,嘉实瑞享定期混合,JIASHIRUIXIANGDINGQIHUNHE,混合型
6879,CSTZYSHHLOF,160805,长盛同智优势混合(LOF),CHANGSHENGTONGZHIYOUSHIHUNHELOF,混合型
6880,CSTQZZ800LOF,160806,长盛同庆中证800(LOF),CHANGSHENGTONGQINGZHONGZHENG800LOF,股票指数
6881,CSHS300ZSLOF,160807,长盛沪深300指数(LOF),CHANGSHENGHUSHEN300ZHISHULOF,股票指数
6882,CSTRZZ200FJ,160808,长盛同瑞中证200分级,CHANGSHENGTONGRUIZHONGZHENG200FENJI,股票指数
6883,CSTYCZHBLOF,160812,长盛同益成长回报(LOF),CHANGSHENGTONGYICHENGZHANGHUIBAOLOF,混合型
6884,CSTSCZYXLOF,160813,长盛同盛成长优选(LOF),CHANGSHENGTONGSHENGCHENGZHANGYOUXUANLOF,混合型
6885,CSZZJRDCZSFJ,160814,长盛中证金融地产指数分级,CHANGSHENGZHONGZHENGJINRONGDICHANZHISHUFENJI,股票指数
6886,DCCXCZHHLOF,160910,大成创新成长混合(LOF),DACHENGCHUANGXINCHENGZHANGHUNHELOF,混合型
6887,DCJFZQLOF,160915,大成景丰债券(LOF),DACHENGJINGFENGZHAIQUANLOF,债券型
6888,DCYXHHLOF,160916,大成优选混合(LOF),DACHENGYOUXUANHUNHELOF,混合型
6889,DCZXPHHLOF,160918,大成中小盘混合(LOF),DACHENGZHONGXIAOPANHUNHELOF,混合型
6890,DCCYSJGPLOF,160919,大成产业升级股票(LOF),DACHENGCHANYESHENGJIGUPIAOLOF,股票型
6891,DCDCLHHLOF,160921,大成多策略混合(LOF),DACHENGDUOCELUEHUNHELOF,混合型
6892,DCHSZHZXXGZS,160922,大成恒生综合中小型股指数,DACHENGHENGSHENGZONGHEZHONGXIAOXINGGUZHISHU,QDII-指数
6893,DCHWZGJHHH,160923,大成海外中国机会混合,DACHENGHAIWAIZHONGGUOJIHUIHUNHE,QDII
6894,DCHSZS,160924,大成恒生指数,DACHENGHENGSHENGZHISHU,QDII-指数
6895,DCZHHSG300ZS,160925,大成中华沪深港300指数,DACHENGZHONGHUAHUSHENGANG300ZHISHU,股票指数
6896,FGTHCZHHA,161005,富国天惠成长混合A,FUGUOTIANHUICHENGZHANGHUNHEA,混合型
6897,FGTHCZHHA,161006,富国天惠成长混合A(后端),FUGUOTIANHUICHENGZHANGHUNHEA,混合型
6898,FGTFQHZQLOF,161010,富国天丰强化债券(LOF),FUGUOTIANFENGQIANGHUAZHAIQUANLOF,债券型
6899,FGHLHBLNDQKFZQ,161014,富国汇利回报两年定期开放债券,FUGUOHUILIHUIBAOLIANGNIANDINGQIKAIFANGZHAIQUAN,定开债券
6900,FGTYZQLOF,161015,富国天盈债券(LOF),FUGUOTIANYINGZHAIQUANLOF,债券型
6901,FGZZ500ZSLOF,161017,富国中证500指数(LOF),FUGUOZHONGZHENG500ZHISHULOF,股票指数
6902,FGTFQHZQLOF,161018,富国天丰强化债券(LOF)(后端),FUGUOTIANFENGQIANGHUAZHAIQUANLOF,债券型
6903,FGXTFZQLOF,161019,富国新天锋债券(LOF),FUGUOXINTIANFENGZHAIQUANLOF,债券型
6904,FGXTFZQLOF,161020,富国新天锋债券(LOF)(后端),FUGUOXINTIANFENGZHAIQUANLOF,债券型
6905,FGZZ500ZSLOF,161021,富国中证500指数(LOF)(后端),FUGUOZHONGZHENG500ZHISHULOF,股票指数
6906,FGCYBZSFJ,161022,富国创业板指数分级,FUGUOCHUANGYEBANZHISHUFENJI,股票指数
6907,FGZZJGZSFJ,161024,富国中证军工指数分级,FUGUOZHONGZHENGJUNGONGZHISHUFENJI,股票指数
6908,FGZZYDHLWZSFJ,161025,富国中证移动互联网指数分级,FUGUOZHONGZHENGYIDONGHULIANWANGZHISHUFENJI,股票指数
6909,FGZZGYQYGGZSFJ,161026,富国中证国有企业改革指数分级,FUGUOZHONGZHENGGUOYOUQIYEGAIGEZHISHUFENJI,股票指数
6910,FGZZQZZQGSZSFJ,161027,富国中证全指证券公司指数分级,FUGUOZHONGZHENGQUANZHIZHENGQUANGONGSIZHISHUFENJI,股票指数
6911,FGZZXNYQCZSFJ,161028,富国中证新能源汽车指数分级,FUGUOZHONGZHENGXINNENGYUANQICHEZHISHUFENJI,股票指数
6912,FGZZYHZS,161029,富国中证银行指数,FUGUOZHONGZHENGYINHANGZHISHU,股票指数
6913,FGZZTYCYZSFJ,161030,富国中证体育产业指数分级,FUGUOZHONGZHENGTIYUCHANYEZHISHUFENJI,股票指数
6914,FGZZGY40ZSFJ,161031,富国中证工业4.0指数分级,FUGUOZHONGZHENGGONGYE40ZHISHUFENJI,股票指数
6915,FGZZMTZSFJ,161032,富国中证煤炭指数分级,FUGUOZHONGZHENGMEITANZHISHUFENJI,股票指数
6916,FGZZZNQCLOF,161033,富国中证智能汽车(LOF),FUGUOZHONGZHENGZHINENGQICHELOF,股票指数
6917,FGZZYYZTZSZQ,161035,富国中证医药主题指数增强,FUGUOZHONGZHENGYIYAOZHUTIZHISHUZENGQIANG,股票指数
6918,FGZZYLZTZSZQX,161036,富国中证娱乐主题指数增强型,FUGUOZHONGZHENGYULEZHUTIZHISHUZENGQIANGXING,股票指数
6919,FGZZGDZZZSZQX,161037,富国中证高端制造指数增强型,FUGUOZHONGZHENGGAODUANZHIZAOZHISHUZENGQIANGXING,股票指数
6920,FGXXCZLHJXHH,161038,富国新兴成长量化精选混合,FUGUOXINXINGCHENGZHANGLIANGHUAJINGXUANHUNHE,混合型
6921,FGZZ1000ZSZQ,161039,富国中证1000指数增强,FUGUOZHONGZHENG1000ZHISHUZENGQIANG,股票指数
6922,YFDSFTLZQLOF,161115,易方达岁丰添利债券(LOF),YIFANGDASUIFENGTIANLIZHAIQUANLOF,债券型
6923,YFDHJZT,161116,易方达黄金主题,YIFANGDAHUANGJINZHUTI,QDII
6924,YFDYXDKZ,161117,易方达永旭定开债,YIFANGDAYONGXUDINGKAIZHAI,定开债券
6925,YFDZXBZSFJ,161118,易方达中小板指数分级,YIFANGDAZHONGXIAOBANZHISHUFENJI,股票指数
6926,YFDZZXZZLOFA,161119,易方达中债新综指(LOF)A,YIFANGDAZHONGZHAIXINZONGZHILOFA,债券指数
6927,YFDZZXZZLOFC,161120,易方达中债新综指(LOF)C,YIFANGDAZHONGZHAIXINZONGZHILOFC,债券指数
6928,YFDYHFJ,161121,易方达银行分级,YIFANGDAYINHANGFENJI,股票指数
6929,YFDSWFJ,161122,易方达生物分级,YIFANGDASHENGWUFENJI,股票指数
6930,YFDCZFJ,161123,易方达重组分级,YIFANGDACHONGZUFENJI,股票指数
6931,YFDXGXXGZSA,161124,易方达香港小型股指数A,YIFANGDAXIANGGANGXIAOXINGGUZHISHUA,QDII-指数
6932,YFDBP500ZSRMB,161125,易方达标普500指数人民币,YIFANGDABIAOPU500ZHISHURENMINBI,QDII-指数
6933,YFDBPYLBJRMB,161126,易方达标普医疗保健人民币,YIFANGDABIAOPUYILIAOBAOJIANRENMINBI,QDII-指数
6934,YBPSWKJRMB,161127,易标普生物科技人民币,YIBIAOPUSHENGWUKEJIRENMINBI,QDII-指数
6935,YBPXXKJRMB,161128,易标普信息科技人民币,YIBIAOPUXINXIKEJIRENMINBI,QDII-指数
6936,YFDYYALRMB,161129,易方达原油A类人民币,YIFANGDAYUANYOUALEIRENMINBI,QDII
6937,YFDNSDK100RMB,161130,易方达纳斯达克100人民币,YIFANGDANASIDAKE100RENMINBI,QDII-指数
6938,YFDZLPSLOF,161131,易方达战略配售(LOF),YIFANGDAZHANLUEPEISHOULOF,混合型
6939,YFDKSDKHH,161132,易方达科顺定开混合,YIFANGDAKESHUNDINGKAIHUNHE,混合型
6940,GTRYHS300ZSFJ,161207,国投瑞银沪深300指数分级,GUOTOURUIYINHUSHEN300ZHISHUFENJI,股票指数
6941,GTHS300JRDCLJ,161211,国投沪深300金融地产联接,GUOTOUHUSHEN300JINRONGDICHANLIANJIE,联接基金
6942,GTRYZZXFFWZS,161213,国投瑞银中证消费服务指数,GUOTOURUIYINZHONGZHENGXIAOFEIFUWUZHISHU,股票指数
6943,GTRYZZXFFWZS,161215,国投瑞银中证消费服务指数(后端),GUOTOURUIYINZHONGZHENGXIAOFEIFUWUZHISHU,股票指数
6944,GTRYSZZQLOFA,161216,国投瑞银双债债券(LOF)A,GUOTOURUIYINSHUANGZHAIZHAIQUANLOFA,债券型
6945,GTRYZZZYZS,161217,国投瑞银中证资源指数,GUOTOURUIYINZHONGZHENGZIYUANZHISHU,股票指数
6946,GTRYZZZYZS,161218,国投瑞银中证资源指数(后端),GUOTOURUIYINZHONGZHENGZIYUANZHISHU,股票指数
6947,GTRYXXCYHH,161219,国投瑞银新兴产业混合,GUOTOURUIYINXINXINGCHANYEHUNHE,混合型
6948,GTRYXXCYHH,161220,国投瑞银新兴产业混合(后端),GUOTOURUIYINXINXINGCHANYEHUNHE,混合型
6949,GTRYSZZQC,161221,国投瑞银双债债券C,GUOTOURUIYINSHUANGZHAIZHAIQUANC,债券型
6950,GTRYRLHHLOF,161222,国投瑞银瑞利混合(LOF),GUOTOURUIYINRUILIHUNHELOF,混合型
6951,GTRYZZCYZSFJ,161223,国投瑞银中证创业指数分级,GUOTOURUIYINZHONGZHENGCHUANGYEZHISHUFENJI,股票指数
